"married","educ","female","retired","netwealth","age","riskyasset","netinc"
1,0,1,0,205.5,60,0,4.80000019073486
0,0,1,0,1,82,NA,9
1,0,1,0,48.0999984741211,73,0,3.59999990463257
0,0,1,1,80,80,NA,10.4799995422363
1,0,1,0,22.4581851959229,55,0,6.23999977111816
1,0,0,1,323,73,0,24.1000003814697
0,0,0,1,10,84,0,19.5
0,0,1,1,121.5,83,0,20.2000007629395
1,0,0,0,65,63,NA,21.6000003814697
0,0,1,1,80.3531799316406,88,0,6.65999984741211
0,0,1,1,104.5,74,0,12.6999998092651
0,0,1,0,154.199996948242,57,0,22.7999992370605
1,0,0,1,257.929290771484,61,0,41.4000015258789
0,0,1,1,66.0997848510742,77,0,18.2000007629395
1,0,0,1,213,57,0,20.1299991607666
1,0,0,1,100.922714233398,66,0,22.8999996185303
0,0,1,1,171.5,77,0,13.8249998092651
1,0,0,1,101.5,88,NA,16.25
1,0,0,0,-5.19414472579956,55,NA,12.1000003814697
1,0,0,1,152.255172729492,84,0,26.7999992370605
0,0,0,1,0,77,NA,9.94999980926514
0,0,1,1,159.800003051758,74,0,16.9899997711182
0,0,1,1,80.1999969482422,92,NA,9.60000038146973
0,0,1,0,198.5,58,0,25.2900009155273
0,0,0,1,187.959335327148,81,0,11.3999996185303
1,0,0,1,12.311318397522,86,0,15.1999998092651
1,0,1,0,515.972473144531,55,0,31.3999996185303
0,1,1,1,568.942199707031,66,0,24.5
1,0,0,1,540.884460449219,74,0,28
0,0,1,1,1915.017578125,73,46.3757400512695,48.7999992370605
1,0,0,1,311.5,89,0,11.6759996414185
0,0,1,1,0.400000005960464,75,NA,13.3199996948242
0,0,1,1,211,70,0,21.7999992370605
1,0,0,1,272.5,61,0,22.7999992370605
0,0,0,0,9.14817047119141,63,0,16.8999996185303
1,0,0,1,161,65,0,19.2000007629395
0,0,1,1,53.0999984741211,89,0,9
1,1,0,0,778,61,0,33.5
0,1,0,0,5,59,NA,27
1,0,1,1,344.628753662109,66,0,23.1499996185303
1,0,0,1,2005,66,0,36.7000007629395
0,0,1,1,26.3267097473145,85,0,30.6000003814697
1,1,0,0,1597,58,0,57.9000015258789
0,0,1,1,7,73,0,11.9079999923706
1,1,0,1,1647.251953125,66,0,52.4000015258789
0,0,0,1,336.507995605469,79,0,30.7000007629395
1,0,0,1,521,77,0,29.1000003814697
0,0,1,1,4,89,0,10.3999996185303
1,0,0,1,314.722534179688,69,0,46.9000015258789
1,0,0,0,133.405471801758,57,0,20.7999992370605
1,1,0,1,426.5,68,26.1096591949463,28.5499992370605
0,0,1,1,1.70000004768372,76,0,20.1499996185303
1,0,0,1,200.199996948242,57,NA,18.0576038360596
1,0,0,1,221.5,82,NA,12.5799999237061
1,0,1,0,427,60,0,7.5
1,0,0,1,155,77,0,20.2000007629395
1,0,0,0,428.196166992188,55,20.2928619384766,33.2000007629395
1,0,0,1,171.472473144531,68,0,17.8999996185303
0,1,1,1,1102.71252441406,74,0,60.7999992370605
1,0,0,1,19.6219272613525,62,0,15.6000003814697
1,0,0,1,357,77,0,19.5
1,0,0,0,943,64,0,40.5750007629395
0,0,1,1,5,88,0,25
1,0,0,1,380.799987792969,71,NA,10.9879999160767
1,0,0,1,268.728118896484,72,0,24.0739994049072
1,0,0,0,295.126373291016,65,0,40.4000015258789
0,0,1,1,352.100006103516,80,0,26.2999992370605
1,0,0,0,360.356262207031,60,0,44.6038818359375
1,0,0,1,314,68,0,15.4399995803833
0,0,1,0,2,59,NA,15.6000003814697
1,0,0,1,442,68,0,35.0999984741211
0,0,1,1,162,60,NA,10.0609998703003
1,0,0,0,180,59,NA,34
1,0,1,0,-3.10396766662598,58,0,0
0,0,0,1,70.5999984741211,68,0,12.9870004653931
1,0,0,0,744,62,57.6923065185547,63.1131553649902
0,0,1,1,1.51853930950165,82,0,13
1,0,1,1,169,69,0,16.5
1,0,0,0,336.799987792969,59,0,35.5
1,1,0,0,696.695495605469,63,29.6414222717285,30.5100002288818
1,0,1,1,133.245727539062,62,0,15.3000001907349
1,0,0,1,-1.5,66,0,15.6000003814697
1,0,0,0,386,61,0,91.7142868041992
1,0,1,0,118.487525939941,71,0,4.19999980926514
0,0,1,0,21.456729888916,55,0,16
1,0,1,0,131,69,NA,2.40000009536743
0,0,1,1,50.0073356628418,79,0,13.3500003814697
1,0,0,0,139.191024780273,66,0,23.8999996185303
1,0,1,1,203.423431396484,69,0,17.9599990844727
1,0,0,1,292,74,0,20.75
1,0,0,1,352.003448486328,66,0,20.2000007629395
0,0,1,1,6.33601427078247,67,0,5.84999990463257
0,0,1,1,65.5,86,NA,14.1599998474121
0,0,1,1,135,81,NA,13.25
0,0,0,1,0,69,NA,14.3000001907349
1,0,0,1,212,72,0,15.3000001907349
1,0,0,1,267,56,54.0540504455566,24.6299991607666
0,0,1,1,495.57958984375,91,64.6547698974609,73.5999984741211
1,0,0,0,505.885650634766,60,0,26.6000003814697
0,0,1,1,2.46917819976807,81,0,17.3999996185303
1,0,0,1,362,61,0,21.3999996185303
0,0,1,1,186.223159790039,77,0,18.8700008392334
1,0,1,1,210,57,NA,8.42700004577637
0,0,1,1,84.1097183227539,97,0,19.8799991607666
0,0,1,1,-1,83,NA,9.60000038146973
1,0,1,0,166.368804931641,60,0,6.59999990463257
1,0,0,1,166.5,80,0,21.2000007629395
1,0,0,0,1168.43603515625,62,0,65.6900024414062
0,0,1,1,650,80,NA,9.10999965667725
0,1,0,0,555.899291992188,65,0,66.0950012207031
1,0,0,0,1,60,NA,7
0,0,0,0,2.5,57,0,16.3500003814697
1,0,0,1,491.399993896484,78,NA,15.25
0,0,1,1,636.299987792969,76,0,34
1,0,0,0,236.593688964844,55,0,37.5999984741211
1,0,0,0,287.817260742188,57,0,18
1,0,0,0,256.399993896484,60,0,29.2000007629395
0,0,1,1,7,68,0,6.5
1,0,1,0,778,58,0,34
0,0,0,1,1135,75,0,31.7999992370605
1,0,0,1,258.519165039062,62,0,23
1,1,1,1,163.406066894531,67,0,29.5
0,0,1,1,137.186737060547,86,0,18.7999992370605
1,0,0,1,87.0272521972656,78,0,12.6999998092651
0,0,1,1,212.713195800781,73,0,9.60000038146973
0,0,1,1,21,63,0,17.9400005340576
0,0,0,1,7.53138160705566,65,0,10.2700004577637
0,0,0,0,372.610717773438,61,0,17.3999996185303
0,0,1,1,0.100000001490116,75,NA,9.10000038146973
1,0,0,1,152,75,NA,20.2999992370605
1,0,1,1,236,74,0,11.5200004577637
0,0,1,1,156,73,0,18.8050003051758
0,0,0,0,41.5999984741211,62,NA,10.0299997329712
0,0,1,1,334.030944824219,82,0,21.1000003814697
0,1,1,1,117.856636047363,67,0,26.2800006866455
1,0,1,1,153.841171264648,82,0,12.8640003204346
1,0,0,1,178.977813720703,62,0,24.2000007629395
1,0,0,1,1111,63,0,43.7099990844727
0,0,1,1,206.984130859375,83,0,12.8000001907349
0,0,1,0,329,83,0,7.19999980926514
1,0,0,1,246.5,64,0,26.6000003814697
1,0,1,0,582.5,59,0,39.7999992370605
0,0,1,1,264.918212890625,86,0,16.6000003814697
1,0,0,1,181.5,68,0,16.6919994354248
1,0,0,1,250.5,66,NA,19
1,0,1,1,204.773391723633,70,0,19
1,0,0,1,185.276321411133,70,0,23.8610000610352
1,0,1,0,146.119003295898,59,0,4.80000019073486
1,0,0,1,121,61,NA,22.8700008392334
0,0,1,1,7.37063550949097,85,0,11.6999998092651
0,0,1,1,252,79,NA,13.1999998092651
1,0,0,1,342.664642333984,65,0,18.7000007629395
0,0,1,1,203,75,NA,18.7999992370605
0,0,0,1,260.200012207031,70,0,32.7140007019043
1,0,0,0,1.32212138175964,55,0,13.3999996185303
0,0,0,0,563,60,0,38.2999992370605
1,0,1,0,209,58,0,22
1,1,0,1,670,78,55.5555572509766,54
0,0,1,0,3,59,0,8
1,0,0,1,307.050567626953,77,0,20.3999996185303
1,0,0,1,444.920593261719,71,0,36.7000007629395
0,0,0,1,1355.47180175781,75,0,37.5
0,0,1,1,285,79,0,13.9300003051758
0,0,1,1,143,85,NA,12.1000003814697
0,0,0,1,52,64,0,14.3599996566772
1,0,0,0,500.5,62,0,6.5
0,0,1,1,0.400000005960464,70,NA,12.0500001907349
1,0,0,0,1763.34655761719,66,0,113.5
1,0,0,1,141,60,NA,23
0,0,1,1,1.90432095527649,88,0,9.10000038146973
1,0,1,1,755,64,0,37.4000015258789
0,0,0,0,106,56,0,16.3999996185303
1,1,0,0,186,62,0,32.9199981689453
1,0,0,1,1268.82861328125,61,0,110
1,0,1,0,451.376312255859,58,87.9475021362305,22.6000003814697
0,0,1,1,159.019317626953,70,0,15.1000003814697
0,0,1,1,57.7688293457031,83,0,18.8999996185303
1,0,1,1,150.722152709961,72,0,20.3999996185303
0,0,1,1,1.60000002384186,69,0,8.25399971008301
0,0,1,1,335,70,0,17.4500007629395
0,0,1,1,165.199996948242,80,0,11.9499998092651
1,0,0,1,440,85,0,48.4000015258789
1,0,0,1,279.5,62,0,21.9080009460449
1,0,0,0,152,57,NA,18.7999992370605
0,0,0,0,326,59,0,28.3999996185303
1,0,0,0,5.81890535354614,62,0,2.79999995231628
1,0,1,0,393.995422363281,70,0,6
0,0,1,1,13.4113416671753,84,0,14.6499996185303
0,0,0,1,91.6999969482422,77,0,12.5010004043579
0,0,1,0,79,64,0,20.7999992370605
1,0,1,1,468.240447998047,66,0,28.8999996185303
1,0,1,0,149,57,0,11
0,1,1,1,833.099975585938,92,7.95344352722168,36.1349983215332
1,0,0,0,184.120056152344,57,0,19.5
1,0,0,1,170.300003051758,65,0,22.5
0,1,1,0,498.849853515625,56,92.1190490722656,27.2000007629395
1,0,0,1,143.070495605469,60,0,16.2210006713867
1,0,1,1,360.735168457031,77,0,24.8999996185303
1,0,0,1,405,57,0,35.5999984741211
0,0,1,1,89.4443588256836,86,0,19.2880001068115
0,0,1,1,190.04817199707,74,0,22.7999992370605
1,0,0,1,14.2948026657104,69,0,10.1599998474121
1,0,0,1,650,79,0,26.931999206543
0,0,1,0,258.967437744141,58,0,26.0746192932129
0,0,1,1,35.664867401123,87,0,15.6000003814697
1,0,0,1,147,75,0,19.1000003814697
1,1,1,1,566.099975585938,71,0,29.9599990844727
1,0,0,1,606.294555664062,72,0,24.2199993133545
0,0,1,1,145,70,0,19.75
0,0,1,1,81.6792526245117,75,0,13.7399997711182
0,0,0,1,97,77,0,19.1000003814697
1,0,0,1,160.5,71,0,15.3000001907349
1,0,0,1,164.5,75,0,13.8999996185303
1,0,0,0,458.357849121094,56,0,51.5999984741211
1,0,0,1,7,75,0,7.84000015258789
1,0,1,0,256.071411132812,60,0,23
1,0,0,1,3.69534254074097,83,0,20.8799991607666
1,0,0,0,196.511993408203,66,0,50.9352912902832
1,0,0,1,51.0999984741211,65,0,20.8999996185303
0,1,0,1,103.444709777832,71,0,20.6000003814697
0,0,1,1,92,72,NA,9.60000038146973
1,0,1,1,303.407073974609,62,0,19
1,0,1,0,5.19389629364014,65,0,0
1,0,1,1,14.5021533966064,71,0,15.6000003814697
0,0,1,1,1009,75,0,20
1,1,0,0,104,55,0,12.6999998092651
0,0,1,1,318,82,0,10.8000001907349
0,0,1,1,3.22220921516418,80,0,8.02099990844727
1,0,0,1,587.16259765625,61,0,23.0499992370605
0,1,0,0,207.218460083008,56,0,35.4000015258789
1,0,0,1,405,66,0,29.5219993591309
1,0,0,1,151.378829956055,67,0,12.7200002670288
1,0,1,1,254.049911499023,79,0,12.5
1,0,0,1,420,70,33.3333358764648,49.5
0,0,0,0,137,60,0,23
1,0,0,1,0,68,NA,15.6599998474121
1,0,0,1,138.683731079102,59,0,18.5499992370605
0,0,1,1,50,86,NA,17.7999992370605
1,0,0,0,456.551666259766,61,0,42.2000007629395
1,0,0,0,114.400001525879,63,0,63.5
1,0,1,0,1,60,NA,7.19999980926514
0,0,1,1,61.0848197937012,69,0,11.8999996185303
0,1,0,1,412.299987792969,66,0,31.7999992370605
0,0,1,1,15.0469999313354,60,0,11.3699998855591
0,0,1,1,5,79,NA,9.75
0,0,1,1,0,76,NA,11.6999998092651
0,0,1,1,210.095413208008,86,0,18.6700000762939
1,0,1,0,16.8249187469482,58,0,0
0,0,1,1,18,74,NA,14.1000003814697
0,0,0,1,40.2410011291504,66,0,18
1,0,1,1,125.560157775879,76,0,11.1700000762939
1,0,1,0,2.59208250045776,56,0,3.59999990463257
0,1,0,1,573,66,93.0930938720703,5.09999990463257
1,0,0,1,12.5645008087158,71,0,15.6000003814697
0,0,1,1,102,80,NA,14.3199996948242
1,0,0,1,420,70,0,21.0900001525879
0,0,1,1,32.7000007629395,83,0,9.28999996185303
1,1,0,1,424.541473388672,66,0,28.8999996185303
1,0,0,1,124.553482055664,62,0,19.1000003814697
1,0,0,0,60,58,NA,16.2000007629395
0,0,1,1,269.054443359375,84,0,25.1000003814697
1,0,1,1,182.058532714844,76,0,11.25
1,0,0,1,7,70,0,5.43400001525879
0,0,1,1,210,80,0,18.8999996185303
0,0,1,1,198.099578857422,90,0,22.3999996185303
1,0,0,1,4,77,0,19.6499996185303
0,0,1,1,36.0683326721191,88,0,9.60000038146973
1,0,0,1,63.4340171813965,70,0,22.3500003814697
1,0,1,0,210,58,NA,5
0,0,1,1,110,86,0,21.2000007629395
0,1,0,0,1410.99206542969,65,13.7044296264648,68.0500030517578
0,0,1,1,25,80,NA,10.9799995422363
1,0,0,0,16.2999992370605,60,0,16.7999992370605
0,0,1,0,38.8585777282715,89,0,18.2000007629395
0,0,1,1,164,92,0,15.0509996414185
1,0,0,0,154.870513916016,61,0,6
1,0,0,1,229.895751953125,61,0,21.1100006103516
1,1,0,1,428.822906494141,73,30.8803253173828,63.2000007629395
1,0,0,1,546,68,0,20.1900005340576
0,0,1,0,3,55,0,22
1,0,0,1,246.199996948242,70,0,47.2999992370605
0,0,1,0,82.5488204956055,59,0,6
0,1,1,1,213.973892211914,64,0,25.5599994659424
0,0,1,0,117,62,0,5.5
0,0,0,1,1815,90,0,43.5
1,0,1,1,156.667526245117,84,0,22.6000003814697
1,0,0,1,154,64,NA,19.3799991607666
0,0,1,1,393.311981201172,67,0,20.7000007629395
0,0,1,1,91.1999969482422,89,0,11.3999996185303
0,0,1,1,195.488586425781,67,0,12.5349998474121
0,0,0,0,131.471282958984,56,0,14.1999998092651
0,0,1,1,201,80,NA,14.4499998092651
1,0,0,1,79,65,0,41.4000015258789
1,0,1,1,251.041488647461,65,0,11.5500001907349
0,0,1,1,103.734428405762,75,0,12.3500003814697
0,0,1,1,3,75,0,12.3400001525879
1,0,0,1,288.290557861328,76,0,22.6000003814697
0,0,1,1,233.665390014648,77,0,14.960000038147
1,0,0,1,8.28809261322021,63,0,22.1000003814697
1,0,0,1,401,70,NA,19.6000003814697
0,0,0,1,1019,65,0,32.6300010681152
1,0,0,1,215.793655395508,66,0,35.5
1,0,0,1,108.674575805664,66,0,20.3999996185303
0,0,0,0,60,56,NA,12.3999996185303
1,1,0,1,611.72314453125,75,0,42.2000007629395
0,0,1,1,102.928642272949,66,0,17.1000003814697
0,0,1,1,277.061157226562,68,0,20
1,0,1,0,-5,59,NA,NA
1,0,0,1,16,77,0,19.75
1,0,1,1,95.7476959228516,68,9.59980297088623,18.0900001525879
0,0,1,1,410,87,31.25,15.7799997329712
0,0,0,0,121.300003051758,65,0,19.1000003814697
1,0,1,1,4.19999980926514,78,0,9.125
1,0,1,0,210.669738769531,57,0,21.0400009155273
0,0,1,1,13.8839168548584,72,0,20.1000003814697
0,0,1,1,150.100006103516,73,NA,14.2799997329712
0,0,0,1,305.600006103516,82,0,41.701000213623
0,0,0,1,0,55,NA,7.1399998664856
0,0,1,1,357.715209960938,69,0,16.25
1,0,1,0,2.5,80,0,0
1,0,0,1,315.536163330078,66,0,27.7999992370605
1,0,0,0,101.96997833252,60,0,2.40000009536743
1,0,0,1,139.5,63,0,26.2900009155273
1,0,1,1,252,76,0,15.1599998474121
0,0,0,1,153.899993896484,77,0,22.0779991149902
1,0,0,1,81.5,70,NA,16.6499996185303
0,0,0,1,10,65,0,15.3000001907349
1,0,0,1,148.399993896484,79,0,14
1,0,0,0,13.5,57,0,16.3999996185303
1,0,0,0,229,60,0,29
0,0,0,0,602,56,0,46
0,0,0,1,6.19999980926514,86,0,12.6099996566772
0,0,0,1,205.234725952148,84,0,39.8250007629395
0,0,1,1,192.877243041992,63,0,29.3999996185303
0,0,1,1,0.688276767730713,64,0,15.3660001754761
0,0,1,1,41,64,0,17.6000003814697
0,0,1,1,155.387649536133,68,0,16.7999992370605
1,0,1,0,169.873397827148,60,0,6
1,0,1,0,156.339996337891,57,0,8.60000038146973
1,0,0,0,1947.96752929688,60,0,168
0,0,1,1,1,69,NA,8.65100002288818
0,0,1,1,12.0109176635742,69,0,32.9099998474121
0,0,0,1,492,79,0,35.4599990844727
0,0,1,1,159.033767700195,77,0,13.8000001907349
1,1,0,0,376.200012207031,57,0,30.3999996185303
1,0,0,1,354.254913330078,72,0,33.5999984741211
1,0,0,0,447.837921142578,62,37.5797348022461,59
1,0,1,0,305.5,55,0,12.1999998092651
1,0,0,1,450.168975830078,64,0,21.5
0,0,1,1,32,88,NA,8.89999961853027
1,0,0,1,182.314102172852,72,0,21.6000003814697
1,0,0,1,206.597412109375,66,0,15.1999998092651
1,0,0,1,325.5,75,0,17.7000007629395
1,0,0,0,37.7000007629395,55,NA,16.5
0,0,1,1,200.199996948242,76,NA,16.2999992370605
1,0,0,1,178.090637207031,73,0,9.44999980926514
1,0,0,1,215,77,83.3333282470703,32.4589996337891
0,0,0,0,203.158386230469,58,0,26.9650001525879
1,0,0,1,426.689605712891,68,0,19.2000007629395
1,0,0,0,-8.88241386413574,58,0,4
0,0,1,1,30.2000007629395,84,NA,14.8500003814697
0,0,1,1,0.600000023841858,76,NA,10.2180004119873
0,0,0,1,2156,62,0,25.4099998474121
0,0,0,1,122,81,0,17.6000003814697
1,0,0,1,384.992706298828,62,0,40.7999992370605
0,0,0,1,91.6500015258789,68,0,28.2999992370605
1,0,0,1,303.799987792969,75,0,19.5960006713867
1,0,0,1,210,82,0,15.1000003814697
1,0,0,1,581,66,0,16.8999996185303
1,0,0,1,268,60,0,27.5200004577637
1,1,0,1,1465.77612304688,64,58.5617828369141,52
0,0,1,1,93.9121780395508,75,0,14.6400003433228
1,0,0,1,96,71,0,20.4500007629395
1,0,0,1,177,73,0,16.6560001373291
0,0,1,1,90,72,NA,11.8999996185303
1,0,0,1,343,65,0,33
1,0,0,1,300,78,0,57.5
0,0,1,1,0.200000002980232,90,NA,9.75
1,0,0,1,129.5,68,0,14.4049997329712
1,0,1,1,130,83,NA,13.8999996185303
1,0,1,1,6,77,0,6.97200012207031
1,0,0,1,394.426177978516,67,0,33
1,0,0,0,0.300000011920929,57,NA,14.3999996185303
0,0,0,1,56.0029754638672,80,0,18.4599990844727
1,0,0,0,211,65,NA,15.6000003814697
0,0,1,1,-0.300000011920929,73,0,7.80000019073486
1,0,0,0,320.870849609375,56,0,28.2999992370605
0,0,1,1,126,75,0,12.1499996185303
0,0,1,1,145.5,86,0,14.8830003738403
0,0,1,1,211,85,NA,14.5799999237061
0,0,1,1,171.5,72,0,17.0300006866455
0,0,0,1,1195,74,38.0952377319336,42.9000015258789
0,0,0,1,196.754653930664,71,0,15.8000001907349
1,0,0,1,353.071166992188,90,0,28.7999992370605
0,0,0,1,105.587104797363,92,0,10.8999996185303
1,0,0,0,101.314476013184,66,0,22.7999992370605
1,0,0,1,121,70,0,22.8850002288818
0,0,1,1,208,85,0,18.5100002288818
1,1,0,0,130.866836547852,56,0,42
0,0,1,1,204.27262878418,67,0,20.2999992370605
0,1,0,0,8,56,0,23.6499996185303
1,0,0,1,1261.53967285156,59,14.1742343902588,68.5999984741211
0,0,1,1,46.5131759643555,82,0,10.1000003814697
0,0,1,1,10.1893215179443,79,0,20.2999992370605
0,0,1,1,269.640045166016,72,0,23.8999996185303
0,0,1,1,69.1999969482422,79,0,10.8500003814697
0,0,1,1,91,75,NA,11.5799999237061
1,0,0,1,103.5,80,0,12.5
1,1,0,0,297,65,NA,16
1,0,1,0,152.600006103516,55,0,11.2299995422363
1,0,0,1,399.454345703125,77,0,27.6000003814697
1,0,0,0,308,56,0,10.8000001907349
0,0,1,1,132,67,0,16.5
1,0,1,0,715.577880859375,61,0,10.5777769088745
0,0,0,1,9.69999980926514,66,0,12.6099996566772
1,0,0,1,276.729858398438,72,0,22.6499996185303
1,0,0,0,742.5,64,0,44.2999992370605
1,0,1,1,451,67,NA,25.8999996185303
0,0,1,1,215,80,0,21.2999992370605
1,1,0,1,1313.86389160156,71,0,71.5
1,0,0,1,158,70,0,23.4500007629395
0,0,0,1,70.3000030517578,77,NA,9.98999977111816
0,0,1,0,151,80,0,17.8999996185303
0,0,1,1,12,68,0,20.9950008392334
0,1,0,1,237,65,0,25.0499992370605
1,0,0,1,367,61,0,32.4500007629395
0,0,1,1,98.5999984741211,57,0,18.1580009460449
1,0,0,1,188,75,0,21.2099990844727
0,0,1,1,45.1603240966797,86,0,12.8000001907349
1,0,0,1,97.1098556518555,83,0,13.1700000762939
0,0,1,1,6,80,0,16.3999996185303
0,0,1,0,-1.5,59,0,33.0200004577637
1,0,1,1,289,70,0,11.460000038147
0,0,0,1,100,87,NA,14.9399995803833
1,0,0,0,197.788299560547,56,0,7.19999980926514
1,0,0,0,257.259216308594,60,0,32.2000007629395
1,0,0,0,780.536682128906,58,55.3407363891602,54.4000015258789
0,0,1,0,2.91993284225464,62,0,14
1,0,0,0,157,60,NA,15.1000003814697
0,0,1,0,181.007843017578,81,0,2.16000008583069
0,0,1,1,102.5,81,0,11.5
0,0,1,1,13.3900699615479,81,0,16.8999996185303
1,0,0,1,375.743316650391,62,21.7319927215576,16.2999992370605
1,0,1,0,53,57,0,3
1,0,1,0,140,78,0,4.80000019073486
0,0,1,1,43,78,0,4.40000009536743
1,0,0,1,229.096542358398,65,0,15.1000003814697
1,0,1,0,0,63,NA,6
0,0,0,0,6.2997841835022,58,0,5
0,0,1,1,161,81,NA,12.6999998092651
1,0,0,0,105.272521972656,60,0,21
1,0,0,1,49.0999984741211,78,0,19.8999996185303
1,0,0,1,354.171142578125,73,0,32.7999992370605
1,0,0,1,518.253356933594,79,0,32.8400001525879
0,0,1,1,50.3915176391602,82,0,9.60000038146973
1,0,0,0,116.158638000488,59,0,17.7999992370605
0,0,1,1,106.800003051758,79,0,19.8299999237061
1,0,0,1,95.0150985717773,64,0,16.7000007629395
0,0,0,0,391.799987792969,59,0,39.5347938537598
0,0,1,1,121,67,NA,12.6000003814697
1,0,0,1,456,65,NA,49
1,0,0,1,46.5,75,94.3396224975586,22.1000003814697
0,0,0,0,0.100000001490116,58,NA,12
1,0,0,1,168.70686340332,80,0,23.6000003814697
0,0,0,1,72,71,0,19.1000003814697
0,0,1,1,258,82,0,24
1,0,0,1,14,85,0,11.4399995803833
0,0,1,1,6.19999980926514,67,0,19.6690006256104
0,0,1,1,96.4753723144531,86,0,13.1700000762939
0,0,0,1,150,82,NA,20.2000007629395
1,0,1,0,52.8345413208008,61,0,6
1,0,0,1,8,87,0,12.6000003814697
0,0,1,1,170.126693725586,80,21.6877593994141,22.3500003814697
0,0,0,0,1,61,0,0
1,0,0,1,121.333847045898,60,0,20.5499992370605
0,0,0,0,93,55,0,21.1000003814697
0,0,1,1,183,76,0,21.9640007019043
1,1,1,0,505.699279785156,64,0,45.0696029663086
1,1,0,1,1001.27978515625,70,0,30.6359996795654
0,0,0,1,204.237747192383,68,0,24
1,0,0,1,180,80,0,15.8800001144409
1,0,0,1,1.93244254589081,82,0,11.6999998092651
1,0,0,1,831,76,0,23.3799991607666
0,0,1,0,112.759078979492,61,0,25.3999996185303
1,0,1,1,545.400024414062,69,0,12.6599998474121
0,0,1,1,307,77,0,18.7000007629395
0,0,1,1,313.894165039062,66,0,17.3400001525879
1,0,0,1,291.100006103516,68,0,29.5499992370605
1,0,0,1,835,74,47.6190490722656,66.8000030517578
0,0,0,0,415.029449462891,86,0,9.60000038146973
0,0,1,1,168,69,0,18.8309993743896
0,0,1,1,155.234985351562,82,0,22.6399993896484
1,0,0,1,305.5,57,0,16.1000003814697
1,0,0,1,156.806365966797,64,0,24.1000003814697
1,0,0,1,543.169494628906,68,0,24.6110000610352
1,0,0,0,825.61572265625,58,0,63.4000015258789
0,0,1,1,498,89,0,46.7000007629395
0,0,1,1,82.4791793823242,81,0,16.7999992370605
1,0,0,1,242.771133422852,64,0,32.4000015258789
1,0,0,1,221.472015380859,66,0,29.2999992370605
0,0,1,1,3,87,0,13.6499996185303
0,0,1,1,85.9311676025391,81,0,14.1000003814697
1,0,1,1,131.5,65,0,24.3999996185303
1,0,0,1,324.473052978516,66,0,32.4449996948242
0,0,1,1,147,68,0,20.6000003814697
0,0,1,1,202,82,NA,17.7299995422363
1,0,1,0,77,63,NA,4.80000019073486
1,0,0,1,8.10000038146973,70,NA,11.2399997711182
1,0,0,1,257.198760986328,64,0,21.7999992370605
1,0,0,1,153,74,0,12.0799999237061
1,0,1,1,82.1234359741211,68,0,10.9099998474121
1,0,1,0,-5,59,NA,14
1,0,1,1,140.800003051758,67,0,10.3500003814697
0,0,1,1,225.878921508789,74,0,26.2999992370605
1,1,0,0,102.539199829102,55,0,43.7999992370605
1,0,0,1,2,72,NA,18.2600002288818
0,0,1,1,159,73,0,22.7999992370605
1,0,1,1,27.3289413452148,64,0,15.9899997711182
1,0,0,1,159,81,0,11.3299999237061
1,0,0,0,1312,55,0,36
0,1,1,0,233.245040893555,62,0,29.7999992370605
0,0,1,1,1,74,NA,7.09999990463257
1,0,0,0,307,58,60.0000038146973,9.60000038146973
0,0,0,1,537,80,0,28.8799991607666
0,0,1,1,65,73,NA,8.64000034332275
1,0,0,1,66,56,0,3.79999995231628
0,0,1,1,1.39999997615814,76,0,7.80000019073486
1,0,1,1,126.530487060547,65,0,24.6000003814697
0,0,1,1,354,66,0,26.8999996185303
1,0,1,0,300,57,NA,8.39999961853027
1,0,0,1,200,84,NA,23.0499992370605
0,0,1,1,181,85,0,17.7000007629395
1,0,0,0,106.050003051758,59,0,9.96363639831543
0,0,1,0,501.564788818359,63,0,8.5
0,0,1,1,56.9500007629395,73,0,17.3999996185303
0,0,1,1,101.5,76,0,13.5920000076294
1,1,0,1,1712.42895507812,67,22.2258853912354,43.1020011901855
0,0,1,1,117.295196533203,79,0,14.210000038147
1,0,0,1,435,72,0,29.1000003814697
0,0,1,1,1030,73,0,35.5299987792969
1,0,1,1,177.211181640625,80,0,17.6000003814697
0,0,1,1,115.836273193359,82,0,24.3500003814697
0,0,1,1,11.0886678695679,77,0,19
0,0,1,1,3.27132940292358,83,0,9.48999977111816
0,0,1,1,207,66,0,20.2999992370605
1,1,0,0,439.5,62,85.7142868041992,26.7999992370605
0,0,0,1,212,88,0,26
1,0,0,1,149.660507202148,72,0,10.1199998855591
1,0,1,1,265,82,0,13.8000001907349
1,0,0,1,719.634704589844,76,51.1266250610352,39.439998626709
1,0,0,0,565,64,0,50.7999992370605
1,1,0,0,307,60,0,39.7999992370605
1,0,0,0,230.009994506836,55,0,25.3999996185303
1,0,0,1,1686.51879882812,70,0,81.4000015258789
1,0,0,1,261,68,0,17.5400009155273
0,0,1,1,125.004318237305,82,0,27.6000003814697
0,0,1,1,105,88,NA,14.6000003814697
0,0,1,0,0,68,NA,8.84000015258789
0,1,1,1,125.418998718262,63,0,19.9379997253418
1,0,0,1,322.127471923828,63,12.7667398452759,30.75
1,1,0,0,469.555297851562,56,0,58.4000015258789
1,0,0,1,922.015808105469,65,0,28.2000007629395
0,0,0,0,183.257232666016,63,0,14.6400003433228
1,0,0,0,265.441802978516,58,50.3520545959473,38.7000007629395
1,0,0,1,122,64,NA,12.1499996185303
